Điểm đi	Điểm đến	Số chỗ	Giá (VNĐ)
hà nội	thanh hóa	46.0	120000.0
hà nội	thanh hóa	40.0	90000.0
hà nội	thanh hóa	28.0	80000.0
hà nội	thanh hóa	9.0	130000.0
hà nội	thanh hóa	30.0	80000.0
hà nội	thanh hóa	39.0	160000.0
hà nội	thanh hóa	40.0	80000.0
hà nội	thanh hóa	45.0	90000.0
hà nội	thanh hóa	35.0	90000.0
hà nội	thanh hóa	28.0	200000.0
hà nội	thanh hóa	45.0	110000.0
hà nội	thanh hóa	44.0	120000.0
hà nội	thanh hóa	46.0	90000.0
hà nội	thanh hóa	16.0	80000.0
hà nội	thanh hóa	9.0	140000.0
hà nội	thanh hóa	45.0	75000.0
hà nội	thanh hóa	41.0	120000.0
hà nội	thanh hóa	9.0	180000.0
hà nội	thanh hóa	41.0	200000.0
hà tĩnh	thanh hóa	46.0	130000.0
hà tĩnh	thanh hóa	40.0	150000.0
hà tĩnh	thanh hóa	46.0	150000.0
hà tĩnh	thanh hóa	39.0	180000.0
hà tĩnh	thanh hóa	46.0	120000.0
hà tĩnh	thanh hóa	41.0	160000.0
hà tĩnh	thanh hóa	41.0	150000.0
hà tĩnh	thanh hóa	41.0	130000.0
hải dương	thanh hóa	39.0	180000.0
hải dương	thanh hóa	46.0	130000.0
hải dương	thanh hóa	45.0	110000.0
hải phòng	thanh hóa	16.0	100000.0
hải phòng	thanh hóa	16.0	120000.0
hải phòng	thanh hóa	45.0	110000.0
hải phòng	thanh hóa	45.0	120000.0
hải phòng	thanh hóa	35.0	100000.0
hải phòng	thanh hóa	39.0	180000.0
hải phòng	thanh hóa	41.0	130000.0
hải phòng	thanh hóa	41.0	150000.0
hải phòng	thanh hóa	30.0	90000.0
hải phòng	thanh hóa	45.0	90000.0
hải phòng	thanh hóa	35.0	130000.0
hải phòng	thanh hóa	35.0	90000.0
hải phòng	thanh hóa	45.0	100000.0
hải phòng	thanh hóa	35.0	150000.0
hải phòng	thanh hóa	35.0	95000.0
hải phòng	thanh hóa	35.0	120000.0
hòa bình	thanh hóa	46.0	130000.0
huế	thanh hóa	39.0	300000.0
hưng yên	thanh hóa	39.0	180000.0
kon tum	thanh hóa	40.0	500000.0
lai châu	thanh hóa	41.0	400000.0
lai châu	thanh hóa	40.0	430000.0
lai châu	thanh hóa	40.0	350000.0
lai châu	thanh hóa	41.0	370000.0
lạng sơn	thanh hóa	39.0	240000.0
lào cai	thanh hóa	40.0	300000.0
lào cai	thanh hóa	46.0	350000.0
lào cai	thanh hóa	46.0	300000.0
lào cai	thanh hóa	41.0	350000.0
lào cai	thanh hóa	46.0	240000.0
lào cai	thanh hóa	46.0	310000.0
lào cai	thanh hóa	46.0	280000.0
lào cai	thanh hóa	41.0	300000.0
nam định	thanh hóa	39.0	170000.0
nam định	thanh hóa	41.0	80000.0
nam định	thanh hóa	41.0	130000.0
nghệ an	thanh hóa	46.0	120000.0
nghệ an	thanh hóa	46.0	100000.0
nghệ an	thanh hóa	46.0	70000.0
nghệ an	thanh hóa	45.0	100000.0
nghệ an	thanh hóa	39.0	150000.0
nghệ an	thanh hóa	41.0	100000.0
nghệ an	thanh hóa	44.0	120000.0
nghệ an	thanh hóa	44.0	80000.0
nghệ an	thanh hóa	41.0	140000.0
nghệ an	thanh hóa	41.0	120000.0
nghệ an	thanh hóa	41.0	90000.0
khánh hòa	thanh hóa	39.0	580000.0
ninh bình	thanh hóa	46.0	100000.0
ninh bình	thanh hóa	46.0	50000.0
ninh bình	thanh hóa	39.0	140000.0
ninh bình	thanh hóa	44.0	80000.0
ninh bình	thanh hóa	41.0	100000.0
ninh bình	thanh hóa	41.0	50000.0
ninh bình	thanh hóa	46.0	20000.0
ninh thuận	thanh hóa	39.0	640000.0
phú thọ	thanh hóa	28.0	120000.0
phú thọ	thanh hóa	40.0	150000.0
phú thọ	thanh hóa	46.0	120000.0
phú yên	thanh hóa	39.0	540000.0
quảng bình	thanh hóa	40.0	200000.0
quảng bình	thanh hóa	39.0	230000.0
quảng nam	thanh hóa	39.0	370000.0
quảng ngãi	thanh hóa	39.0	390000.0
quảng ninh	thanh hóa	40.0	200000.0
quảng ninh	thanh hóa	39.0	280000.0
quảng ninh	thanh hóa	39.0	230000.0
quảng ninh	thanh hóa	40.0	230000.0
quảng ninh	thanh hóa	46.0	200000.0
quảng trị	thanh hóa	39.0	260000.0
sài gòn	thanh hóa	40.0	700000.0
sài gòn	thanh hóa	40.0	650000.0
sài gòn	thanh hóa	39.0	710000.0
sài gòn	thanh hóa	40.0	550000.0
sài gòn	thanh hóa	40.0	500000.0
sài gòn	thanh hóa	40.0	775000.0
sài gòn	thanh hóa	40.0	600000.0
sơn la	thanh hóa	44.0	240000.0
thái bình	thanh hóa	39.0	170000.0
thái bình	thanh hóa	41.0	90000.0
thái bình	thanh hóa	41.0	140000.0
thái nguyên	thanh hóa	38.0	150000.0
thái nguyên	thanh hóa	38.0	180000.0
thái nguyên	thanh hóa	45.0	130000.0
tiền giang	thanh hóa	39.0	800000.0
vĩnh long	thanh hóa	39.0	800000.0
vĩnh phúc	thanh hóa	40.0	120000.0
vũng tàu	thanh hóa	39.0	710000.0
vũng tàu	thanh hóa	42.0	650000.0
yên bái	thanh hóa	46.0	270000.0
yên bái	thanh hóa	46.0	240000.0
yên bái	thanh hóa	40.0	150000.0
yên bái	thanh hóa	46.0	140000.0
yên bái	thanh hóa	41.0	300000.0
lâm đồng	thanh hóa	40.0	600000.0
đà nẵng	thanh hóa	39.0	300000.0
đà nẵng	thanh hóa	39.0	350000.0
đà nẵng	thanh hóa	40.0	250000.0
đà nẵng	thanh hóa	40.0	320000.0
đà nẵng	thanh hóa	40.0	270000.0
đà nẵng	thanh hóa	40.0	300000.0
đà nẵng	thanh hóa	46.0	250000.0
đắk nông	thanh hóa	40.0	650000.0
điện biên	thanh hóa	40.0	360000.0
đồng nai	thanh hóa	39.0	710000.0
bắc giang	phú yên	39.0	650000.0
bắc ninh	phú yên	39.0	650000.0
bình dương	phú yên	43.0	200000.0
bình thuận	phú yên	39.0	240000.0
bình định	phú yên	39.0	150000.0
bình định	phú yên	40.0	60000.0
cần thơ	phú yên	39.0	420000.0
gia lai	phú yên	29.0	120000.0
hà nội	phú yên	39.0	590000.0
hà tĩnh	phú yên	39.0	480000.0
hải dương	phú yên	39.0	630000.0
hải phòng	phú yên	39.0	630000.0
huế	phú yên	39.0	350000.0
hưng yên	phú yên	39.0	630000.0
lạng sơn	phú yên	39.0	690000.0
nam định	phú yên	39.0	600000.0
nghệ an	phú yên	39.0	490000.0
khánh hòa	phú yên	39.0	170000.0
khánh hòa	phú yên	45.0	70000.0
khánh hòa	phú yên	40.0	70000.0
ninh bình	phú yên	39.0	570000.0
ninh thuận	phú yên	39.0	210000.0
quảng bình	phú yên	39.0	440000.0
quảng nam	phú yên	39.0	260000.0
quảng ngãi	phú yên	39.0	210000.0
quảng ninh	phú yên	39.0	730000.0
quảng trị	phú yên	39.0	390000.0
sài gòn	phú yên	40.0	220000.0
sài gòn	phú yên	44.0	200000.0
sài gòn	phú yên	40.0	240000.0
sài gòn	phú yên	39.0	300000.0
sài gòn	phú yên	41.0	200000.0
sài gòn	phú yên	43.0	200000.0
sài gòn	phú yên	45.0	206000.0
sài gòn	phú yên	40.0	250000.0
sài gòn	phú yên	44.0	150000.0
sài gòn	phú yên	40.0	180000.0
sài gòn	phú yên	42.0	200000.0
sài gòn	phú yên	40.0	200000.0
sài gòn	phú yên	40.0	280000.0
thái bình	phú yên	39.0	600000.0
thái nguyên	phú yên	39.0	630000.0
thanh hóa	phú yên	39.0	540000.0
tiền giang	phú yên	39.0	360000.0
vĩnh long	phú yên	39.0	420000.0
vũng tàu	phú yên	39.0	300000.0
vũng tàu	phú yên	42.0	280000.0
lâm đồng	phú yên	40.0	200000.0
lâm đồng	phú yên	41.0	230000.0
đà nẵng	phú yên	39.0	300000.0
đắk lắk	phú yên	30.0	90000.0
đắk lắk	phú yên	30.0	80000.0
đắk lắk	phú yên	45.0	95000.0
đồng nai	phú yên	39.0	300000.0
đồng nai	phú yên	43.0	220000.0
bắc giang	hải phòng	45.0	65000.0
bắc giang	hải phòng	40.0	65000.0
bắc kạn	hải phòng	40.0	200000.0
bắc ninh	hải phòng	45.0	60000.0
bình thuận	hải phòng	39.0	750000.0
bình định	hải phòng	39.0	560000.0
cao bằng	hải phòng	28.0	220000.0
hà giang	hải phòng	45.0	240000.0
hà nội	hải phòng	34.0	240000.0
hà nội	hải phòng	29.0	300000.0
hà nội	hải phòng	34.0	400000.0
hà nội	hải phòng	45.0	90000.0
hà nội	hải phòng	45.0	110000.0
hà nội	hải phòng	45.0	250000.0
hà nội	hải phòng	9.0	160000.0
hà nội	hải phòng	9.0	350000.0
hà tĩnh	hải phòng	39.0	250000.0
hà tĩnh	hải phòng	41.0	230000.0
hà tĩnh	hải phòng	40.0	210000.0
hà tĩnh	hải phòng	40.0	190000.0
hải dương	hải phòng	28.0	40000.0
hải dương	hải phòng	45.0	60000.0
hải dương	hải phòng	7.0	120000.0
hòa bình	hải phòng	28.0	110000.0
hòa bình	hải phòng	45.0	85000.0
hòa bình	hải phòng	29.0	80000.0
hòa bình	hải phòng	45.0	110000.0
huế	hải phòng	39.0	370000.0
hưng yên	hải phòng	30.0	60000.0
hưng yên	hải phòng	45.0	70000.0
lai châu	hải phòng	40.0	360000.0
lạng sơn	hải phòng	45.0	105000.0
lạng sơn	hải phòng	28.0	115000.0
lạng sơn	hải phòng	45.0	115000.0
lạng sơn	hải phòng	45.0	140000.0
lào cai	hải phòng	41.0	350000.0
lào cai	hải phòng	41.0	280000.0
lào cai	hải phòng	41.0	260000.0
lào cai	hải phòng	41.0	250000.0
lào cai	hải phòng	40.0	265000.0
lào cai	hải phòng	45.0	290000.0
lào cai	hải phòng	45.0	240000.0
lào cai	hải phòng	45.0	220000.0
lào cai	hải phòng	40.0	260000.0
lào cai	hải phòng	46.0	320000.0
nam định	hải phòng	45.0	75000.0
nam định	hải phòng	28.0	80000.0
nam định	hải phòng	16.0	75000.0
nam định	hải phòng	16.0	60000.0
nam định	hải phòng	39.0	140000.0
nghệ an	hải phòng	39.0	230000.0
nghệ an	hải phòng	40.0	200000.0
nghệ an	hải phòng	40.0	190000.0
nghệ an	hải phòng	40.0	170000.0
khánh hòa	hải phòng	39.0	660000.0
ninh bình	hải phòng	16.0	84000.0
ninh bình	hải phòng	39.0	170000.0
ninh bình	hải phòng	39.0	160000.0
ninh bình	hải phòng	16.0	100000.0
ninh bình	hải phòng	45.0	60000.0
ninh thuận	hải phòng	39.0	720000.0
phú thọ	hải phòng	45.0	160000.0
phú yên	hải phòng	39.0	630000.0
quảng bình	hải phòng	39.0	290000.0
quảng bình	hải phòng	40.0	290000.0
quảng nam	hải phòng	39.0	450000.0
quảng ngãi	hải phòng	39.0	480000.0
quảng ninh	hải phòng	16.0	140000.0
quảng ninh	hải phòng	40.0	150000.0
quảng ninh	hải phòng	45.0	60000.0
quảng ninh	hải phòng	45.0	120000.0
quảng trị	hải phòng	39.0	330000.0
sài gòn	hải phòng	40.0	900000.0
sài gòn	hải phòng	39.0	780000.0
sài gòn	hải phòng	40.0	880000.0
sài gòn	hải phòng	40.0	700000.0
sài gòn	hải phòng	40.0	950000.0
sơn la	hải phòng	40.0	280000.0
sơn la	hải phòng	40.0	240000.0
sơn la	hải phòng	40.0	200000.0
thái bình	hải phòng	39.0	140000.0
thái bình	hải phòng	35.0	60000.0
thái bình	hải phòng	45.0	55000.0
thái bình	hải phòng	45.0	50000.0
thái bình	hải phòng	30.0	50000.0
thái bình	hải phòng	30.0	100000.0
thái nguyên	hải phòng	30.0	120000.0
thái nguyên	hải phòng	45.0	150000.0
thái nguyên	hải phòng	35.0	120000.0
thái nguyên	hải phòng	45.0	115000.0
thanh hóa	hải phòng	16.0	100000.0
thanh hóa	hải phòng	16.0	120000.0
thanh hóa	hải phòng	45.0	110000.0
thanh hóa	hải phòng	35.0	100000.0
thanh hóa	hải phòng	45.0	120000.0
thanh hóa	hải phòng	39.0	180000.0
thanh hóa	hải phòng	30.0	90000.0
thanh hóa	hải phòng	35.0	130000.0
thanh hóa	hải phòng	35.0	90000.0
thanh hóa	hải phòng	45.0	100000.0
thanh hóa	hải phòng	35.0	120000.0
thanh hóa	hải phòng	35.0	95000.0
thanh hóa	hải phòng	35.0	150000.0
tuyên quang	hải phòng	30.0	122000.0
tuyên quang	hải phòng	30.0	160000.0
vĩnh phúc	hải phòng	45.0	140000.0
vũng tàu	hải phòng	39.0	780000.0
vũng tàu	hải phòng	40.0	850000.0
yên bái	hải phòng	41.0	200000.0
yên bái	hải phòng	41.0	230000.0
yên bái	hải phòng	45.0	210000.0
yên bái	hải phòng	45.0	190000.0
đà nẵng	hải phòng	39.0	430000.0
đà nẵng	hải phòng	40.0	410000.0
đà nẵng	hải phòng	40.0	400000.0
đà nẵng	hải phòng	46.0	325000.0
đắk lắk	hải phòng	40.0	600000.0
đắk lắk	hải phòng	40.0	750000.0
đắk lắk	hải phòng	40.0	650000.0
đồng nai	hải phòng	39.0	780000.0
đồng nai	hải phòng	39.0	650000.0
bình thuận	bắc giang	39.0	780000.0
bình định	bắc giang	39.0	590000.0
cần thơ	bắc giang	39.0	900000.0
hà nội	bắc giang	28.0	50000.0
hà nội	bắc giang	9.0	80000.0
hà nội	bắc giang	30.0	42000.0
hà nội	bắc giang	39.0	140000.0
hà tĩnh	bắc giang	39.0	300000.0
hải phòng	bắc giang	45.0	65000.0
hải phòng	bắc giang	30.0	65000.0
hòa bình	bắc giang	29.0	110000.0
huế	bắc giang	39.0	400000.0
lạng sơn	bắc giang	39.0	140000.0
lào cai	bắc giang	45.0	230000.0
nghệ an	bắc giang	39.0	260000.0
khánh hòa	bắc giang	39.0	690000.0
ninh bình	bắc giang	28.0	80000.0
ninh bình	bắc giang	39.0	180000.0
ninh thuận	bắc giang	39.0	720000.0
phú yên	bắc giang	39.0	650000.0
quảng bình	bắc giang	39.0	350000.0
quảng nam	bắc giang	39.0	470000.0
quảng ngãi	bắc giang	39.0	500000.0
quảng ninh	bắc giang	40.0	180000.0
sài gòn	bắc giang	40.0	500000.0
sài gòn	bắc giang	45.0	450000.0
sài gòn	bắc giang	45.0	600000.0
sài gòn	bắc giang	39.0	890000.0
sài gòn	bắc giang	40.0	850000.0
sơn la	bắc giang	40.0	290000.0
thái nguyên	bắc giang	30.0	60000.0
thái nguyên	bắc giang	28.0	60000.0
thái nguyên	bắc giang	30.0	50000.0
thanh hóa	bắc giang	39.0	220000.0
tiền giang	bắc giang	39.0	860000.0
vĩnh long	bắc giang	39.0	900000.0
đà nẵng	bắc giang	39.0	450000.0
đắk lắk	bắc giang	40.0	650000.0
đắk nông	bắc giang	40.0	750000.0
đồng nai	bắc giang	39.0	810000.0
bắc giang	lạng sơn	39.0	140000.0
bắc ninh	lạng sơn	39.0	140000.0
bắc ninh	lạng sơn	36.0	100000.0
bình thuận	lạng sơn	39.0	820000.0
bình định	lạng sơn	39.0	620000.0
cần thơ	lạng sơn	39.0	950000.0
cần thơ	lạng sơn	40.0	900000.0
hà nội	lạng sơn	28.0	100000.0
hà nội	lạng sơn	28.0	90000.0
hà nội	lạng sơn	16.0	100000.0
hà nội	lạng sơn	16.0	120000.0
hà nội	lạng sơn	16.0	110000.0
hà nội	lạng sơn	16.0	130000.0
hà nội	lạng sơn	30.0	130000.0
hà nội	lạng sơn	39.0	150000.0
hà nội	lạng sơn	16.0	85000.0
hà nội	lạng sơn	9.0	200000.0
hà nội	lạng sơn	16.0	90000.0
hà nội	lạng sơn	45.0	85000.0
hà tĩnh	lạng sơn	39.0	320000.0
hải phòng	lạng sơn	45.0	105000.0
hải phòng	lạng sơn	28.0	115000.0
hải phòng	lạng sơn	45.0	115000.0
hải phòng	lạng sơn	45.0	140000.0
huế	lạng sơn	39.0	440000.0
hưng yên	lạng sơn	16.0	50000.0
nghệ an	lạng sơn	39.0	280000.0
khánh hòa	lạng sơn	39.0	720000.0
ninh bình	lạng sơn	28.0	120000.0
ninh bình	lạng sơn	39.0	220000.0
ninh thuận	lạng sơn	39.0	760000.0
phú yên	lạng sơn	39.0	690000.0
quảng bình	lạng sơn	39.0	370000.0
quảng nam	lạng sơn	39.0	510000.0
quảng ngãi	lạng sơn	39.0	530000.0
quảng ninh	lạng sơn	45.0	100000.0
thái nguyên	lạng sơn	45.0	80000.0
thái nguyên	lạng sơn	16.0	80000.0
thanh hóa	lạng sơn	39.0	240000.0
tiền giang	lạng sơn	39.0	900000.0
sài gòn	lạng sơn	39.0	850000.0
đà nẵng	lạng sơn	39.0	490000.0
đồng nai	lạng sơn	39.0	850000.0
bắc giang	hà tĩnh	39.0	300000.0
bắc ninh	hà tĩnh	39.0	360000.0
bình thuận	hà tĩnh	39.0	620000.0
bình định	hà tĩnh	39.0	410000.0
cần thơ	hà tĩnh	39.0	780000.0
gia lai	hà tĩnh	40.0	650000.0
gia lai	hà tĩnh	41.0	480000.0
hà nội	hà tĩnh	46.0	180000.0
hà nội	hà tĩnh	40.0	180000.0
hà nội	hà tĩnh	40.0	200000.0
hà nội	hà tĩnh	46.0	200000.0
hà nội	hà tĩnh	39.0	220000.0
hà nội	hà tĩnh	46.0	220000.0
hà nội	hà tĩnh	38.0	200000.0
hà nội	hà tĩnh	45.0	200000.0
hà nội	hà tĩnh	40.0	190000.0
hà nội	hà tĩnh	40.0	250000.0
hà nội	hà tĩnh	22.0	450000.0
hà nội	hà tĩnh	41.0	180000.0
hà nội	hà tĩnh	41.0	220000.0
hải dương	hà tĩnh	46.0	230000.0
hải phòng	hà tĩnh	39.0	250000.0
hải phòng	hà tĩnh	41.0	230000.0
hải phòng	hà tĩnh	40.0	210000.0
hải phòng	hà tĩnh	40.0	190000.0
hải phòng	hà tĩnh	46.0	200000.0
hòa bình	hà tĩnh	44.0	250000.0
hòa bình	hà tĩnh	44.0	300000.0
huế	hà tĩnh	39.0	230000.0
huế	hà tĩnh	40.0	170000.0
huế	hà tĩnh	45.0	160000.0
kon tum	hà tĩnh	40.0	600000.0
lạng sơn	hà tĩnh	39.0	320000.0
lào cai	hà tĩnh	46.0	450000.0
lào cai	hà tĩnh	36.0	450000.0
lào cai	hà tĩnh	46.0	380000.0
nam định	hà tĩnh	39.0	230000.0
nghệ an	hà tĩnh	45.0	100000.0
nghệ an	hà tĩnh	39.0	140000.0
nghệ an	hà tĩnh	28.0	70000.0
nghệ an	hà tĩnh	30.0	100000.0
nghệ an	hà tĩnh	30.0	20000.0
khánh hòa	hà tĩnh	39.0	520000.0
ninh bình	hà tĩnh	46.0	150000.0
ninh bình	hà tĩnh	39.0	200000.0
ninh thuận	hà tĩnh	39.0	580000.0
phú yên	hà tĩnh	39.0	480000.0
quảng bình	hà tĩnh	40.0	80000.0
quảng bình	hà tĩnh	39.0	160000.0
quảng nam	hà tĩnh	39.0	310000.0
quảng ngãi	hà tĩnh	39.0	340000.0
quảng ninh	hà tĩnh	40.0	250000.0
quảng ninh	hà tĩnh	39.0	360000.0
quảng ninh	hà tĩnh	39.0	320000.0
quảng ninh	hà tĩnh	46.0	200000.0
quảng trị	hà tĩnh	39.0	200000.0
sài gòn	hà tĩnh	40.0	650000.0
sài gòn	hà tĩnh	40.0	550000.0
sài gòn	hà tĩnh	40.0	600000.0
sài gòn	hà tĩnh	40.0	700000.0
sài gòn	hà tĩnh	39.0	660000.0
sài gòn	hà tĩnh	40.0	640000.0
sơn la	hà tĩnh	44.0	390000.0
sơn la	hà tĩnh	44.0	367000.0
thái bình	hà tĩnh	39.0	230000.0
thái nguyên	hà tĩnh	39.0	250000.0
thái nguyên	hà tĩnh	40.0	230000.0
thái nguyên	hà tĩnh	40.0	280000.0
thanh hóa	hà tĩnh	46.0	130000.0
thanh hóa	hà tĩnh	40.0	150000.0
thanh hóa	hà tĩnh	46.0	150000.0
thanh hóa	hà tĩnh	39.0	180000.0
thanh hóa	hà tĩnh	46.0	120000.0
tiền giang	hà tĩnh	39.0	740000.0
vĩnh long	hà tĩnh	39.0	700000.0
vũng tàu	hà tĩnh	39.0	660000.0
yên bái	hà tĩnh	46.0	350000.0
yên bái	hà tĩnh	46.0	320000.0
đà nẵng	hà tĩnh	39.0	270000.0
đà nẵng	hà tĩnh	40.0	180000.0
đà nẵng	hà tĩnh	40.0	205000.0
đà nẵng	hà tĩnh	46.0	180000.0
đà nẵng	hà tĩnh	40.0	160000.0
đắk lắk	hà tĩnh	40.0	600000.0
đồng nai	hà tĩnh	39.0	660000.0
đồng nai	hà tĩnh	39.0	530000.0
đồng nai	hà tĩnh	40.0	680000.0
bắc kạn	thái bình	45.0	150000.0
bình phước	thái bình	40.0	700000.0
bình thuận	thái bình	39.0	730000.0
bình định	thái bình	39.0	530000.0
cao bằng	thái bình	40.0	280000.0
gia lai	thái bình	40.0	600000.0
hà giang	thái bình	40.0	250000.0
hà nội	thái bình	28.0	75000.0
hà nội	thái bình	47.0	80000.0
hà nội	thái bình	28.0	80000.0
hà nội	thái bình	35.0	70000.0
hà nội	thái bình	28.0	70000.0
hà nội	thái bình	40.0	80000.0
hà nội	thái bình	16.0	85000.0
hà nội	thái bình	16.0	70000.0
hà nội	thái bình	45.0	80000.0
hà nội	thái bình	16.0	80000.0
hà nội	thái bình	16.0	75000.0
hà nội	thái bình	45.0	75000.0
hà nội	thái bình	35.0	85000.0
hà nội	thái bình	40.0	100000.0
hà nội	thái bình	29.0	80000.0
hà nội	thái bình	29.0	70000.0
hà nội	thái bình	19.0	130000.0
hà nội	thái bình	29.0	90000.0
hà nội	thái bình	45.0	70000.0
hà nội	thái bình	35.0	80000.0
hà nội	thái bình	30.0	70000.0
hà nội	thái bình	9.0	130000.0
hà tĩnh	thái bình	39.0	230000.0
hải phòng	thái bình	16.0	60000.0
hải phòng	thái bình	39.0	140000.0
hải phòng	thái bình	35.0	60000.0
hải phòng	thái bình	45.0	60000.0
hải phòng	thái bình	45.0	50000.0
hải phòng	thái bình	45.0	55000.0
hải phòng	thái bình	30.0	100000.0
hòa bình	thái bình	29.0	90000.0
hòa bình	thái bình	35.0	90000.0
huế	thái bình	39.0	340000.0
kiên giang	thái bình	40.0	900000.0
kiên giang	thái bình	40.0	800000.0
lai châu	thái bình	40.0	300000.0
lai châu	thái bình	40.0	380000.0
lào cai	thái bình	40.0	290000.0
lào cai	thái bình	40.0	250000.0
lào cai	thái bình	40.0	230000.0
lào cai	thái bình	40.0	300000.0
lào cai	thái bình	54.0	330000.0
lào cai	thái bình	54.0	280000.0
lào cai	thái bình	54.0	230000.0
nghệ an	thái bình	40.0	180000.0
nghệ an	thái bình	39.0	180000.0
khánh hòa	thái bình	39.0	640000.0
ninh bình	thái bình	39.0	150000.0
ninh thuận	thái bình	39.0	700000.0
phú thọ	thái bình	40.0	150000.0
phú thọ	thái bình	54.0	140000.0
phú yên	thái bình	39.0	600000.0
quảng bình	thái bình	39.0	270000.0
quảng nam	thái bình	39.0	420000.0
quảng ngãi	thái bình	39.0	450000.0
quảng ninh	thái bình	40.0	100000.0
quảng ninh	thái bình	28.0	120000.0
quảng ninh	thái bình	40.0	150000.0
quảng ninh	thái bình	16.0	100000.0
quảng ninh	thái bình	16.0	120000.0
quảng ninh	thái bình	16.0	95000.0
quảng ninh	thái bình	45.0	130000.0
quảng ninh	thái bình	35.0	100000.0
quảng trị	thái bình	39.0	300000.0
sài gòn	thái bình	45.0	800000.0
sài gòn	thái bình	39.0	750000.0
sài gòn	thái bình	45.0	650000.0
sài gòn	thái bình	40.0	700000.0
sài gòn	thái bình	40.0	750000.0
sài gòn	thái bình	40.0	800000.0
sơn la	thái bình	40.0	250000.0
thanh hóa	thái bình	39.0	170000.0
tuyên quang	thái bình	35.0	140000.0
tuyên quang	thái bình	35.0	120000.0
tuyên quang	thái bình	35.0	130000.0
vĩnh phúc	thái bình	40.0	100000.0
vũng tàu	thái bình	39.0	750000.0
yên bái	thái bình	40.0	150000.0
yên bái	thái bình	54.0	200000.0
đà nẵng	thái bình	39.0	400000.0
đà nẵng	thái bình	46.0	300000.0
đắk lắk	thái bình	40.0	650000.0
đắk lắk	thái bình	40.0	600000.0
điện biên	thái bình	40.0	330000.0
điện biên	thái bình	40.0	360000.0
điện biên	thái bình	40.0	350000.0
điện biên	thái bình	40.0	375000.0
đồng nai	thái bình	39.0	620000.0
đồng nai	thái bình	39.0	750000.0
bình phước	bắc kạn	40.0	850000.0
hà nội	bắc kạn	28.0	85000.0
hà nội	bắc kạn	33.0	110000.0
hà nội	bắc kạn	9.0	240000.0
hà nội	bắc kạn	16.0	250000.0
hà nội	bắc kạn	28.0	80000.0
hà nội	bắc kạn	16.0	120000.0
hà nội	bắc kạn	30.0	100000.0
hà nội	bắc kạn	35.0	90000.0
hải phòng	bắc kạn	40.0	200000.0
quảng ninh	bắc kạn	40.0	300000.0
thái bình	bắc kạn	45.0	150000.0
thái nguyên	bắc kạn	30.0	80000.0
thái nguyên	bắc kạn	28.0	55000.0
thái nguyên	bắc kạn	45.0	55000.0
thái nguyên	bắc kạn	45.0	65000.0
thái nguyên	bắc kạn	28.0	60000.0
thái nguyên	bắc kạn	30.0	90000.0
thái nguyên	bắc kạn	28.0	70000.0
thái nguyên	bắc kạn	45.0	50000.0
thái nguyên	bắc kạn	45.0	90000.0
bình thuận	bắc ninh	39.0	780000.0
bình định	bắc ninh	39.0	590000.0
cần thơ	bắc ninh	39.0	900000.0
hà nội	bắc ninh	46.0	220000.0
hà nội	bắc ninh	47.0	40000.0
hà nội	bắc ninh	39.0	140000.0
hà nội	bắc ninh	19.0	60000.0
hà nội	bắc ninh	19.0	50000.0
hà nội	bắc ninh	45.0	40000.0
hà nội	bắc ninh	45.0	50000.0
hà tĩnh	bắc ninh	39.0	300000.0
hải phòng	bắc ninh	45.0	60000.0
hòa bình	bắc ninh	25.0	100000.0
hòa bình	bắc ninh	35.0	100000.0
huế	bắc ninh	39.0	400000.0
lạng sơn	bắc ninh	39.0	140000.0
lạng sơn	bắc ninh	36.0	100000.0
lào cai	bắc ninh	45.0	200000.0
nghệ an	bắc ninh	46.0	220000.0
nghệ an	bắc ninh	39.0	260000.0
nghệ an	bắc ninh	40.0	270000.0
khánh hòa	bắc ninh	39.0	690000.0
ninh bình	bắc ninh	28.0	80000.0
ninh bình	bắc ninh	39.0	180000.0
ninh thuận	bắc ninh	39.0	720000.0
phú yên	bắc ninh	39.0	650000.0
quảng bình	bắc ninh	39.0	350000.0
quảng nam	bắc ninh	39.0	470000.0
quảng ngãi	bắc ninh	39.0	500000.0
quảng ninh	bắc ninh	45.0	80000.0
quảng ninh	bắc ninh	45.0	75000.0
quảng ninh	bắc ninh	45.0	70000.0
quảng ninh	bắc ninh	45.0	60000.0
sài gòn	bắc ninh	40.0	800000.0
sài gòn	bắc ninh	39.0	890000.0
thanh hóa	bắc ninh	45.0	100000.0
thanh hóa	bắc ninh	39.0	220000.0
tiền giang	bắc ninh	39.0	860000.0
vĩnh long	bắc ninh	39.0	900000.0
đà nẵng	bắc ninh	39.0	450000.0
đồng nai	bắc ninh	39.0	810000.0
bình dương	cao bằng	40.0	1150000.0
hà nội	cao bằng	28.0	160000.0
hà nội	cao bằng	40.0	200000.0
hà nội	cao bằng	28.0	170000.0
hà nội	cao bằng	30.0	170000.0
hải dương	cao bằng	28.0	170000.0
hải dương	cao bằng	40.0	240000.0
hải phòng	cao bằng	28.0	220000.0
thái bình	cao bằng	40.0	280000.0
thái nguyên	cao bằng	28.0	150000.0
thái nguyên	cao bằng	30.0	150000.0
bình dương	hà giang	45.0	900000.0
hà nội	hà giang	40.0	190000.0
hà nội	hà giang	45.0	150000.0
hà nội	hà giang	40.0	200000.0
hà nội	hà giang	44.0	200000.0
